"dataset","type","access","source","provider","experiment","frequency","endpoint","dictionary"
"EC-Earth3_r1i1p1f1_ssp585_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/EC-Earth3/ssp585/r1i1p1f1/EC-Earth3_r1i1p1f1_ssp585_Iberia_day_gr.ncml",""
"FGOALS-g3_r3i1p1f1_historical_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/FGOALS-g3/historical/r3i1p1f1/FGOALS-g3_r3i1p1f1_historical_Iberia_day_gn.ncml",""
"FGOALS-g3_r3i1p1f1_ssp126_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/FGOALS-g3/ssp126/r3i1p1f1/FGOALS-g3_r3i1p1f1_ssp126_Iberia_day_gn.ncml",""
"FGOALS-g3_r3i1p1f1_ssp245_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/FGOALS-g3/ssp245/r3i1p1f1/FGOALS-g3_r3i1p1f1_ssp245_Iberia_day_gn.ncml",""
"FGOALS-g3_r3i1p1f1_ssp370_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/FGOALS-g3/ssp370/r3i1p1f1/FGOALS-g3_r3i1p1f1_ssp370_Iberia_day_gn.ncml",""
"FGOALS-g3_r3i1p1f1_ssp585_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/FGOALS-g3/ssp585/r3i1p1f1/FGOALS-g3_r3i1p1f1_ssp585_Iberia_day_gn.ncml",""
"GFDL-CM4_r1i1p1f1_historical_Iberia_day_gr2","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/GFDL-CM4/historical/r1i1p1f1/GFDL-CM4_r1i1p1f1_historical_Iberia_day_gr2.ncml",""
"GFDL-CM4_r1i1p1f1_ssp245_Iberia_day_gr2","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/GFDL-CM4/ssp245/r1i1p1f1/GFDL-CM4_r1i1p1f1_ssp245_Iberia_day_gr2.ncml",""
"GFDL-CM4_r1i1p1f1_ssp585_Iberia_day_gr2","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/GFDL-CM4/ssp585/r1i1p1f1/GFDL-CM4_r1i1p1f1_ssp585_Iberia_day_gr2.ncml",""
"GFDL-ESM4_r1i1p1f1_historical_Iberia_day_gr1","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/GFDL-ESM4/historical/r1i1p1f1/GFDL-ESM4_r1i1p1f1_historical_Iberia_day_gr1.ncml",""
"GFDL-ESM4_r1i1p1f1_ssp126_Iberia_day_gr1","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/GFDL-ESM4/ssp126/r1i1p1f1/GFDL-ESM4_r1i1p1f1_ssp126_Iberia_day_gr1.ncml",""
"GFDL-ESM4_r1i1p1f1_ssp245_Iberia_day_gr1","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/GFDL-ESM4/ssp245/r1i1p1f1/GFDL-ESM4_r1i1p1f1_ssp245_Iberia_day_gr1.ncml",""
"GFDL-ESM4_r1i1p1f1_ssp370_Iberia_day_gr1","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/GFDL-ESM4/ssp370/r1i1p1f1/GFDL-ESM4_r1i1p1f1_ssp370_Iberia_day_gr1.ncml",""
"GFDL-ESM4_r1i1p1f1_ssp585_Iberia_day_gr1","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/GFDL-ESM4/ssp585/r1i1p1f1/GFDL-ESM4_r1i1p1f1_ssp585_Iberia_day_gr1.ncml",""
"GISS-E2-1-G_r1i1p1f2_historical_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/GISS-E2-1-G/historical/r1i1p1f2/GISS-E2-1-G_r1i1p1f2_historical_Iberia_day_gn.ncml",""
"GISS-E2-1-G_r1i1p1f2_ssp126_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/GISS-E2-1-G/ssp126/r1i1p1f2/GISS-E2-1-G_r1i1p1f2_ssp126_Iberia_day_gn.ncml",""
"GISS-E2-1-G_r1i1p1f2_ssp245_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/GISS-E2-1-G/ssp245/r1i1p1f2/GISS-E2-1-G_r1i1p1f2_ssp245_Iberia_day_gn.ncml",""
"GISS-E2-1-G_r1i1p1f2_ssp370_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/GISS-E2-1-G/ssp370/r1i1p1f2/GISS-E2-1-G_r1i1p1f2_ssp370_Iberia_day_gn.ncml",""
"GISS-E2-1-G_r1i1p1f2_ssp585_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/GISS-E2-1-G/ssp585/r1i1p1f2/GISS-E2-1-G_r1i1p1f2_ssp585_Iberia_day_gn.ncml",""
"HadGEM3-GC31-LL_r1i1p1f3_historical_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/HadGEM3-GC31-LL/historical/r1i1p1f3/HadGEM3-GC31-LL_r1i1p1f3_historical_Iberia_day_gn.ncml",""
"HadGEM3-GC31-LL_r1i1p1f3_ssp126_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/HadGEM3-GC31-LL/ssp126/r1i1p1f3/HadGEM3-GC31-LL_r1i1p1f3_ssp126_Iberia_day_gn.ncml",""
"HadGEM3-GC31-LL_r1i1p1f3_ssp245_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/HadGEM3-GC31-LL/ssp245/r1i1p1f3/HadGEM3-GC31-LL_r1i1p1f3_ssp245_Iberia_day_gn.ncml",""
"HadGEM3-GC31-LL_r1i1p1f3_ssp585_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/HadGEM3-GC31-LL/ssp585/r1i1p1f3/HadGEM3-GC31-LL_r1i1p1f3_ssp585_Iberia_day_gn.ncml",""
"HadGEM3-GC31-MM_r1i1p1f3_historical_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/HadGEM3-GC31-MM/historical/r1i1p1f3/HadGEM3-GC31-MM_r1i1p1f3_historical_Iberia_day_gn.ncml",""
"HadGEM3-GC31-MM_r1i1p1f3_ssp126_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/HadGEM3-GC31-MM/ssp126/r1i1p1f3/HadGEM3-GC31-MM_r1i1p1f3_ssp126_Iberia_day_gn.ncml",""
"HadGEM3-GC31-MM_r1i1p1f3_ssp585_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/HadGEM3-GC31-MM/ssp585/r1i1p1f3/HadGEM3-GC31-MM_r1i1p1f3_ssp585_Iberia_day_gn.ncml",""
"IITM-ESM_r1i1p1f1_historical_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/IITM-ESM/historical/r1i1p1f1/IITM-ESM_r1i1p1f1_historical_Iberia_day_gn.ncml",""
"IITM-ESM_r1i1p1f1_ssp126_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/IITM-ESM/ssp126/r1i1p1f1/IITM-ESM_r1i1p1f1_ssp126_Iberia_day_gn.ncml",""
"IITM-ESM_r1i1p1f1_ssp245_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/IITM-ESM/ssp245/r1i1p1f1/IITM-ESM_r1i1p1f1_ssp245_Iberia_day_gn.ncml",""
"IITM-ESM_r1i1p1f1_ssp370_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/IITM-ESM/ssp370/r1i1p1f1/IITM-ESM_r1i1p1f1_ssp370_Iberia_day_gn.ncml",""
"IITM-ESM_r1i1p1f1_ssp585_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/IITM-ESM/ssp585/r1i1p1f1/IITM-ESM_r1i1p1f1_ssp585_Iberia_day_gn.ncml",""
"INM-CM4-8_r1i1p1f1_historical_Iberia_day_gr1","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/INM-CM4-8/historical/r1i1p1f1/INM-CM4-8_r1i1p1f1_historical_Iberia_day_gr1.ncml",""
"INM-CM4-8_r1i1p1f1_ssp126_Iberia_day_gr1","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/INM-CM4-8/ssp126/r1i1p1f1/INM-CM4-8_r1i1p1f1_ssp126_Iberia_day_gr1.ncml",""
"INM-CM4-8_r1i1p1f1_ssp245_Iberia_day_gr1","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/INM-CM4-8/ssp245/r1i1p1f1/INM-CM4-8_r1i1p1f1_ssp245_Iberia_day_gr1.ncml",""
"INM-CM4-8_r1i1p1f1_ssp370_Iberia_day_gr1","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/INM-CM4-8/ssp370/r1i1p1f1/INM-CM4-8_r1i1p1f1_ssp370_Iberia_day_gr1.ncml",""
"INM-CM4-8_r1i1p1f1_ssp585_Iberia_day_gr1","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/INM-CM4-8/ssp585/r1i1p1f1/INM-CM4-8_r1i1p1f1_ssp585_Iberia_day_gr1.ncml",""
"INM-CM5-0_r1i1p1f1_historical_Iberia_day_gr1","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/INM-CM5-0/historical/r1i1p1f1/INM-CM5-0_r1i1p1f1_historical_Iberia_day_gr1.ncml",""
"INM-CM5-0_r1i1p1f1_ssp126_Iberia_day_gr1","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/INM-CM5-0/ssp126/r1i1p1f1/INM-CM5-0_r1i1p1f1_ssp126_Iberia_day_gr1.ncml",""
"INM-CM5-0_r1i1p1f1_ssp245_Iberia_day_gr1","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/INM-CM5-0/ssp245/r1i1p1f1/INM-CM5-0_r1i1p1f1_ssp245_Iberia_day_gr1.ncml",""
"INM-CM5-0_r1i1p1f1_ssp370_Iberia_day_gr1","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/INM-CM5-0/ssp370/r1i1p1f1/INM-CM5-0_r1i1p1f1_ssp370_Iberia_day_gr1.ncml",""
"INM-CM5-0_r1i1p1f1_ssp585_Iberia_day_gr1","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/INM-CM5-0/ssp585/r1i1p1f1/INM-CM5-0_r1i1p1f1_ssp585_Iberia_day_gr1.ncml",""
"IPSL-CM6A-LR_r1i1p1f1_historical_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/IPSL-CM6A-LR/historical/r1i1p1f1/IPSL-CM6A-LR_r1i1p1f1_historical_Iberia_day_gr.ncml",""
"IPSL-CM6A-LR_r1i1p1f1_ssp126_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/IPSL-CM6A-LR/ssp126/r1i1p1f1/IPSL-CM6A-LR_r1i1p1f1_ssp126_Iberia_day_gr.ncml",""
"IPSL-CM6A-LR_r1i1p1f1_ssp245_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/IPSL-CM6A-LR/ssp245/r1i1p1f1/IPSL-CM6A-LR_r1i1p1f1_ssp245_Iberia_day_gr.ncml",""
"IPSL-CM6A-LR_r1i1p1f1_ssp370_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/IPSL-CM6A-LR/ssp370/r1i1p1f1/IPSL-CM6A-LR_r1i1p1f1_ssp370_Iberia_day_gr.ncml",""
"IPSL-CM6A-LR_r1i1p1f1_ssp585_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/IPSL-CM6A-LR/ssp585/r1i1p1f1/IPSL-CM6A-LR_r1i1p1f1_ssp585_Iberia_day_gr.ncml",""
"KACE-1-0-G_r1i1p1f1_historical_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/KACE-1-0-G/historical/r1i1p1f1/KACE-1-0-G_r1i1p1f1_historical_Iberia_day_gr.ncml",""
"KACE-1-0-G_r1i1p1f1_ssp126_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/KACE-1-0-G/ssp126/r1i1p1f1/KACE-1-0-G_r1i1p1f1_ssp126_Iberia_day_gr.ncml",""
"KACE-1-0-G_r1i1p1f1_ssp245_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/KACE-1-0-G/ssp245/r1i1p1f1/KACE-1-0-G_r1i1p1f1_ssp245_Iberia_day_gr.ncml",""
"KACE-1-0-G_r1i1p1f1_ssp370_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/KACE-1-0-G/ssp370/r1i1p1f1/KACE-1-0-G_r1i1p1f1_ssp370_Iberia_day_gr.ncml",""
"KACE-1-0-G_r1i1p1f1_ssp585_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/KACE-1-0-G/ssp585/r1i1p1f1/KACE-1-0-G_r1i1p1f1_ssp585_Iberia_day_gr.ncml",""
"KIOST-ESM_r1i1p1f1_historical_Iberia_day_gr1","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/KIOST-ESM/historical/r1i1p1f1/KIOST-ESM_r1i1p1f1_historical_Iberia_day_gr1.ncml",""
"KIOST-ESM_r1i1p1f1_ssp126_Iberia_day_gr1","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/KIOST-ESM/ssp126/r1i1p1f1/KIOST-ESM_r1i1p1f1_ssp126_Iberia_day_gr1.ncml",""
"KIOST-ESM_r1i1p1f1_ssp245_Iberia_day_gr1","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/KIOST-ESM/ssp245/r1i1p1f1/KIOST-ESM_r1i1p1f1_ssp245_Iberia_day_gr1.ncml",""
"KIOST-ESM_r1i1p1f1_ssp585_Iberia_day_gr1","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/KIOST-ESM/ssp585/r1i1p1f1/KIOST-ESM_r1i1p1f1_ssp585_Iberia_day_gr1.ncml",""
"MIROC-ES2L_r1i1p1f2_historical_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/MIROC-ES2L/historical/r1i1p1f2/MIROC-ES2L_r1i1p1f2_historical_Iberia_day_gn.ncml",""
"MIROC-ES2L_r1i1p1f2_ssp126_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/MIROC-ES2L/ssp126/r1i1p1f2/MIROC-ES2L_r1i1p1f2_ssp126_Iberia_day_gn.ncml",""
"MIROC-ES2L_r1i1p1f2_ssp245_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/MIROC-ES2L/ssp245/r1i1p1f2/MIROC-ES2L_r1i1p1f2_ssp245_Iberia_day_gn.ncml",""
"MIROC-ES2L_r1i1p1f2_ssp370_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/MIROC-ES2L/ssp370/r1i1p1f2/MIROC-ES2L_r1i1p1f2_ssp370_Iberia_day_gn.ncml",""
"MIROC-ES2L_r1i1p1f2_ssp585_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/MIROC-ES2L/ssp585/r1i1p1f2/MIROC-ES2L_r1i1p1f2_ssp585_Iberia_day_gn.ncml",""
"MIROC6_r1i1p1f1_historical_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/MIROC6/historical/r1i1p1f1/MIROC6_r1i1p1f1_historical_Iberia_day_gn.ncml",""
"MIROC6_r1i1p1f1_ssp126_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/MIROC6/ssp126/r1i1p1f1/MIROC6_r1i1p1f1_ssp126_Iberia_day_gn.ncml",""
"MIROC6_r1i1p1f1_ssp245_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/MIROC6/ssp245/r1i1p1f1/MIROC6_r1i1p1f1_ssp245_Iberia_day_gn.ncml",""
"MIROC6_r1i1p1f1_ssp370_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/MIROC6/ssp370/r1i1p1f1/MIROC6_r1i1p1f1_ssp370_Iberia_day_gn.ncml",""
"MIROC6_r1i1p1f1_ssp585_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/MIROC6/ssp585/r1i1p1f1/MIROC6_r1i1p1f1_ssp585_Iberia_day_gn.ncml",""
"MPI-ESM1-2-HR_r1i1p1f1_historical_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/MPI-ESM1-2-HR/historical/r1i1p1f1/MPI-ESM1-2-HR_r1i1p1f1_historical_Iberia_day_gn.ncml",""
"MPI-ESM1-2-HR_r1i1p1f1_ssp126_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/MPI-ESM1-2-HR/ssp126/r1i1p1f1/MPI-ESM1-2-HR_r1i1p1f1_ssp126_Iberia_day_gn.ncml",""
"MPI-ESM1-2-HR_r1i1p1f1_ssp245_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/MPI-ESM1-2-HR/ssp245/r1i1p1f1/MPI-ESM1-2-HR_r1i1p1f1_ssp245_Iberia_day_gn.ncml",""
"MPI-ESM1-2-HR_r1i1p1f1_ssp370_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/MPI-ESM1-2-HR/ssp370/r1i1p1f1/MPI-ESM1-2-HR_r1i1p1f1_ssp370_Iberia_day_gn.ncml",""
